Time,Value
10/1/17 0:13,58
10/1/17 0:13,58
10/1/17 0:13,57
10/1/17 0:13,61
10/1/17 0:13,61
10/1/17 0:13,62
10/1/17 0:13,61
10/1/17 0:13,60
10/1/17 0:14,59
10/1/17 0:14,58
10/1/17 0:14,59
10/1/17 0:14,60
10/1/17 0:14,57
10/1/17 0:14,59
10/1/17 0:14,58
10/1/17 0:14,57
10/1/17 0:14,58
10/1/17 0:15,61
10/1/17 0:15,63
10/1/17 0:15,62
10/1/17 0:15,59
10/1/17 0:15,57
10/1/17 0:15,58
10/1/17 0:15,59
10/1/17 0:15,61
10/1/17 0:15,59
10/1/17 0:15,56
10/1/17 0:16,57
10/1/17 0:16,58
10/1/17 0:16,61
10/1/17 0:16,64
10/1/17 0:16,62
10/1/17 0:16,58
10/1/17 0:16,59
10/1/17 0:16,60
10/1/17 0:16,63
10/1/17 0:17,64
10/1/17 0:17,61
10/1/17 0:17,58
10/1/17 0:17,59
10/1/17 0:17,58
10/1/17 0:17,59
10/1/17 0:17,61
10/1/17 0:17,60
10/1/17 0:17,57
10/1/17 0:17,56
10/1/17 0:17,59
10/1/17 0:18,60
10/1/17 0:18,61
10/1/17 0:18,63
10/1/17 0:18,62
10/1/17 0:18,60
10/1/17 0:18,64
10/1/17 0:18,64
10/1/17 0:18,66
10/1/17 0:18,65
10/1/17 0:18,66
10/1/17 0:19,64
10/1/17 0:19,66
10/1/17 0:19,69
10/1/17 0:19,63
10/1/17 0:19,62
10/1/17 0:19,62
10/1/17 0:19,61
10/1/17 0:19,62
10/1/17 0:19,59
10/1/17 0:20,56
10/1/17 0:20,55
10/1/17 0:20,56
10/1/17 0:20,58
10/1/17 0:20,59
10/1/17 0:20,58
10/1/17 0:20,61
10/1/17 0:20,63
10/1/17 0:20,60
10/1/17 0:21,59
10/1/17 0:21,57
10/1/17 0:21,56
10/1/17 0:21,55
10/1/17 0:21,56
10/1/17 0:21,56
10/1/17 0:21,58
10/1/17 0:21,56
10/1/17 0:21,57
10/1/17 0:21,58
10/1/17 0:22,60
10/1/17 0:22,62
10/1/17 0:22,61
10/1/17 0:22,60
10/1/17 0:22,59
10/1/17 0:22,57
10/1/17 0:22,55
10/1/17 0:22,54
10/1/17 0:23,55
10/1/17 0:23,58
10/1/17 0:23,56
10/1/17 0:23,58
10/1/17 0:23,57
10/1/17 0:23,58
10/1/17 0:23,62
10/1/17 0:23,61
10/1/17 0:24,63
10/1/17 0:24,61
10/1/17 0:24,60
10/1/17 0:24,58
10/1/17 0:24,57
10/1/17 0:24,55
10/1/17 0:24,54
10/1/17 0:24,56
10/1/17 0:24,60
10/1/17 0:24,59
10/1/17 0:24,58
10/1/17 0:25,57
10/1/17 0:25,56
10/1/17 0:25,55
10/1/17 0:25,56
10/1/17 0:25,57
10/1/17 0:25,58
10/1/17 0:25,57
10/1/17 0:25,58
10/1/17 0:26,56
10/1/17 0:26,60
10/1/17 0:26,61
10/1/17 0:26,59
10/1/17 0:26,58
10/1/17 0:26,57
10/1/17 0:26,55
10/1/17 0:26,54
10/1/17 0:26,55
10/1/17 0:26,56
10/1/17 0:27,55
10/1/17 0:27,54
10/1/17 0:27,56
10/1/17 0:27,55
10/1/17 0:27,56
10/1/17 0:27,55
10/1/17 0:27,54
10/1/17 0:28,60
10/1/17 0:28,59
10/1/17 0:28,57
10/1/17 0:28,58
10/1/17 0:28,58
10/1/17 0:28,57
10/1/17 0:28,56
10/1/17 0:28,56
10/1/17 0:28,58
10/1/17 0:28,57
10/1/17 0:29,56
10/1/17 0:29,57
10/1/17 0:29,56
10/1/17 0:29,55
10/1/17 0:29,54
10/1/17 0:29,53
10/1/17 0:29,56
10/1/17 0:29,58
10/1/17 0:29,61
10/1/17 0:30,58
10/1/17 0:30,56
10/1/17 0:30,57
10/1/17 0:30,60
10/1/17 0:30,60
10/1/17 0:30,60
10/1/17 0:30,58
10/1/17 0:30,58
10/1/17 0:30,57
10/1/17 0:31,59
10/1/17 0:31,60
10/1/17 0:31,59
10/1/17 0:31,60
10/1/17 0:31,58
10/1/17 0:31,56
10/1/17 0:31,58
10/1/17 0:31,61
10/1/17 0:31,56
10/1/17 0:32,57
10/1/17 0:32,56
10/1/17 0:32,55
10/1/17 0:32,56
10/1/17 0:32,55
10/1/17 0:32,60
10/1/17 0:32,61
10/1/17 0:32,58
10/1/17 0:33,60
10/1/17 0:33,58
10/1/17 0:33,57
10/1/17 0:33,58
10/1/17 0:33,57
10/1/17 0:33,57
10/1/17 0:33,57
10/1/17 0:33,57
10/1/17 0:33,56
10/1/17 0:34,56
10/1/17 0:34,55
10/1/17 0:34,53
10/1/17 0:34,54
10/1/17 0:34,55
10/1/17 0:34,57
10/1/17 0:34,58
10/1/17 0:34,57
10/1/17 0:34,56
10/1/17 0:35,57
10/1/17 0:35,56
10/1/17 0:35,57
10/1/17 0:35,59
10/1/17 0:35,58
10/1/17 0:35,59
10/1/17 0:35,57
10/1/17 0:35,55
10/1/17 0:36,55
10/1/17 0:36,56
10/1/17 0:36,57
10/1/17 0:36,58
10/1/17 0:36,59
10/1/17 0:36,59
10/1/17 0:36,61
10/1/17 0:36,60
10/1/17 0:37,58
10/1/17 0:37,56
10/1/17 0:37,55
10/1/17 0:37,56
10/1/17 0:37,55
10/1/17 0:37,54
10/1/17 0:37,55
10/1/17 0:37,56
10/1/17 0:38,57
10/1/17 0:38,56
10/1/17 0:38,57
10/1/17 0:38,55
10/1/17 0:38,56
10/1/17 0:38,57
10/1/17 0:38,59
10/1/17 0:39,58
10/1/17 0:39,57
10/1/17 0:39,56
10/1/17 0:39,55
10/1/17 0:39,54
10/1/17 0:39,55
10/1/17 0:39,54
10/1/17 0:39,55
10/1/17 0:40,56
10/1/17 0:40,57
10/1/17 0:40,55
10/1/17 0:40,55
10/1/17 0:40,56
10/1/17 0:40,55
10/1/17 0:40,56
10/1/17 0:41,55
10/1/17 0:41,54
10/1/17 0:41,54
10/1/17 0:41,55
10/1/17 0:41,55
10/1/17 0:41,56
10/1/17 0:42,55
10/1/17 0:42,54
10/1/17 0:42,55
10/1/17 0:42,54
10/1/17 0:42,55
10/1/17 0:42,54
10/1/17 0:43,55
10/1/17 0:43,56
10/1/17 0:43,57
10/1/17 0:43,56
10/1/17 0:43,55
10/1/17 0:43,55
10/1/17 0:44,54
10/1/17 0:44,53
10/1/17 0:44,54
10/1/17 0:44,55
10/1/17 0:44,54
10/1/17 0:44,54
10/1/17 0:44,55
10/1/17 0:45,54
10/1/17 0:45,55
10/1/17 0:45,54
10/1/17 0:45,55
10/1/17 0:45,54
10/1/17 0:45,54
10/1/17 0:46,54
10/1/17 0:46,55
10/1/17 0:46,55
10/1/17 0:46,54
10/1/17 0:46,55
10/1/17 0:46,54
10/1/17 0:47,54
10/1/17 0:47,53
10/1/17 0:47,54
10/1/17 0:47,54
10/1/17 0:47,55
10/1/17 0:47,54
10/1/17 0:47,55
10/1/17 0:48,54
10/1/17 0:48,54
10/1/17 0:48,55
10/1/17 0:48,54
10/1/17 0:48,55
10/1/17 0:49,54
10/1/17 0:49,54
10/1/17 0:49,54
10/1/17 0:49,55
10/1/17 0:49,54
10/1/17 0:50,55
10/1/17 0:50,54
10/1/17 0:50,53
10/1/17 0:50,54
10/1/17 0:50,53
10/1/17 0:50,54
10/1/17 0:50,53
10/1/17 0:51,53
10/1/17 0:51,53
10/1/17 0:51,53
10/1/17 0:51,53
10/1/17 0:52,53
10/1/17 0:52,54
10/1/17 0:52,53
10/1/17 0:52,54
10/1/17 0:52,54
10/1/17 0:52,53
10/1/17 0:52,54
10/1/17 0:53,55
10/1/17 0:53,54
10/1/17 0:53,53
10/1/17 0:53,53
10/1/17 0:53,53
10/1/17 0:53,53
10/1/17 0:54,54
10/1/17 0:54,53
10/1/17 0:54,53
10/1/17 0:54,53
10/1/17 0:54,53
10/1/17 0:54,54
10/1/17 0:55,53
10/1/17 0:55,54
10/1/17 0:55,54
10/1/17 0:55,53
10/1/17 0:55,53
10/1/17 0:55,54
10/1/17 0:56,54
10/1/17 0:56,54
10/1/17 0:56,54
10/1/17 0:56,54
10/1/17 0:56,54
10/1/17 0:56,55
10/1/17 0:56,55
10/1/17 0:57,54
10/1/17 0:57,54
10/1/17 0:57,54
10/1/17 0:57,55
10/1/17 0:57,56
10/1/17 0:57,55
10/1/17 0:57,55
10/1/17 0:57,55
10/1/17 0:58,55
10/1/17 0:58,54
10/1/17 0:58,55
10/1/17 0:58,55
10/1/17 0:58,56
10/1/17 0:58,55
10/1/17 0:59,55
10/1/17 0:59,56
10/1/17 0:59,55
10/1/17 0:59,55
10/1/17 0:59,55
10/1/17 0:59,56
10/1/17 0:59,55
10/1/17 0:59,54
10/1/17 0:59,54
10/1/17 0:59,55
10/1/17 1:00,56
10/1/17 1:00,55
10/1/17 1:00,55
10/1/17 1:00,55
10/1/17 1:00,55
10/1/17 1:00,56
10/1/17 1:00,56
10/1/17 1:01,56
10/1/17 1:01,56
10/1/17 1:01,56
10/1/17 1:01,56
10/1/17 1:01,55
10/1/17 1:01,55
10/1/17 1:01,53
10/1/17 1:01,54
10/1/17 1:02,54
10/1/17 1:02,55
10/1/17 1:02,56
10/1/17 1:02,56
10/1/17 1:02,56
10/1/17 1:02,57
10/1/17 1:02,58
10/1/17 1:02,57
10/1/17 1:03,58
10/1/17 1:03,56
10/1/17 1:03,55
10/1/17 1:03,56
10/1/17 1:03,55
10/1/17 1:03,54
10/1/17 1:03,53
10/1/17 1:03,52
10/1/17 1:03,52
10/1/17 1:04,53
10/1/17 1:04,54
10/1/17 1:04,53
10/1/17 1:04,54
10/1/17 1:04,53
10/1/17 1:04,53
10/1/17 1:05,55
10/1/17 1:05,54
10/1/17 1:05,53
10/1/17 1:05,53
10/1/17 1:05,54
10/1/17 1:06,55
10/1/17 1:06,54
10/1/17 1:06,55
10/1/17 1:06,56
10/1/17 1:06,55
10/1/17 1:06,54
10/1/17 1:07,53
10/1/17 1:07,54
10/1/17 1:07,55
10/1/17 1:07,54
10/1/17 1:07,53
10/1/17 1:07,54
10/1/17 1:08,55
10/1/17 1:08,54
10/1/17 1:08,54
10/1/17 1:08,55
10/1/17 1:08,54
10/1/17 1:08,53
10/1/17 1:09,53
10/1/17 1:09,54
10/1/17 1:09,54
10/1/17 1:09,54
10/1/17 1:09,53
10/1/17 1:09,54
10/1/17 1:09,55
10/1/17 1:09,54
10/1/17 1:10,53
10/1/17 1:10,54
10/1/17 1:10,54
10/1/17 1:10,53
10/1/17 1:10,53
10/1/17 1:10,54
10/1/17 1:11,55
10/1/17 1:11,54
10/1/17 1:11,54
10/1/17 1:11,53
10/1/17 1:11,53
10/1/17 1:11,54
10/1/17 1:11,55
10/1/17 1:12,54
10/1/17 1:12,53
10/1/17 1:12,53
10/1/17 1:12,54
10/1/17 1:12,54
10/1/17 1:13,53
10/1/17 1:13,53
10/1/17 1:13,54
10/1/17 1:13,54
10/1/17 1:13,54
10/1/17 1:14,53
10/1/17 1:14,53
10/1/17 1:14,54
10/1/17 1:14,55
10/1/17 1:14,54
10/1/17 1:14,55
10/1/17 1:15,54
10/1/17 1:15,55
10/1/17 1:15,54
10/1/17 1:15,54
10/1/17 1:15,54
10/1/17 1:16,54
10/1/17 1:16,53
10/1/17 1:16,52
10/1/17 1:16,53
10/1/17 1:16,54
10/1/17 1:16,53
10/1/17 1:17,54
10/1/17 1:17,53
10/1/17 1:17,53
10/1/17 1:17,54
10/1/17 1:17,53
10/1/17 1:17,53
10/1/17 1:18,54
10/1/17 1:18,69
10/1/17 1:18,69
10/1/17 1:18,68
10/1/17 1:18,66
10/1/17 1:18,58
10/1/17 1:18,57
10/1/17 1:18,55
10/1/17 1:18,54
10/1/17 1:18,53
10/1/17 1:19,53
10/1/17 1:19,55
10/1/17 1:19,54
10/1/17 1:19,53
10/1/17 1:19,52
10/1/17 1:19,52
10/1/17 1:19,52
10/1/17 1:20,52
10/1/17 1:20,50
10/1/17 1:20,50
10/1/17 1:20,51
10/1/17 1:20,53
10/1/17 1:20,53
10/1/17 1:21,53
10/1/17 1:21,60
10/1/17 1:21,71
10/1/17 1:21,69
10/1/17 1:21,58
10/1/17 1:21,57
10/1/17 1:21,55
10/1/17 1:21,56
10/1/17 1:21,59
10/1/17 1:22,57
10/1/17 1:22,56
10/1/17 1:22,55
10/1/17 1:22,54
10/1/17 1:22,54
10/1/17 1:22,55
10/1/17 1:22,54
10/1/17 1:22,55
10/1/17 1:22,56
10/1/17 1:23,55
10/1/17 1:23,54
10/1/17 1:23,53
10/1/17 1:23,54
10/1/17 1:23,56
10/1/17 1:23,55
10/1/17 1:24,54
10/1/17 1:24,55
10/1/17 1:24,54
10/1/17 1:24,55
10/1/17 1:24,55
10/1/17 1:25,55
10/1/17 1:25,54
10/1/17 1:25,54
10/1/17 1:25,53
10/1/17 1:25,54
10/1/17 1:25,55
10/1/17 1:25,54
10/1/17 1:25,53
10/1/17 1:26,53
10/1/17 1:26,54
10/1/17 1:26,54
10/1/17 1:26,55
10/1/17 1:26,54
10/1/17 1:27,53
10/1/17 1:27,54
10/1/17 1:27,53
10/1/17 1:27,54
10/1/17 1:27,53
10/1/17 1:27,54
10/1/17 1:27,53
10/1/17 1:28,54
10/1/17 1:28,53
10/1/17 1:28,54
10/1/17 1:28,54
10/1/17 1:28,53
10/1/17 1:28,54
10/1/17 1:28,53
10/1/17 1:29,53
10/1/17 1:29,53
10/1/17 1:29,53
10/1/17 1:29,53
10/1/17 1:29,53
10/1/17 1:30,54
10/1/17 1:30,53
10/1/17 1:30,53
10/1/17 1:30,54
10/1/17 1:31,53
10/1/17 1:31,54
10/1/17 1:31,55
10/1/17 1:31,54
10/1/17 1:31,53
10/1/17 1:31,54
10/1/17 1:31,55
10/1/17 1:31,54
10/1/17 1:32,53
10/1/17 1:32,54
10/1/17 1:32,53
10/1/17 1:32,54
10/1/17 1:32,53
10/1/17 1:33,53
10/1/17 1:33,54
10/1/17 1:33,54
10/1/17 1:33,54
10/1/17 1:33,53
10/1/17 1:34,53
10/1/17 1:34,54
10/1/17 1:34,54
10/1/17 1:34,53
10/1/17 1:34,53
10/1/17 1:35,53
10/1/17 1:35,53
10/1/17 1:35,52
10/1/17 1:35,53
10/1/17 1:35,53
10/1/17 1:36,53
10/1/17 1:36,54
10/1/17 1:36,53
10/1/17 1:36,53
10/1/17 1:36,52
10/1/17 1:37,53
10/1/17 1:37,52
10/1/17 1:37,51
10/1/17 1:37,52
10/1/17 1:37,52
10/1/17 1:37,53
10/1/17 1:37,52
10/1/17 1:38,52
10/1/17 1:38,52
10/1/17 1:38,51
10/1/17 1:38,51
10/1/17 1:39,52
10/1/17 1:39,52
10/1/17 1:39,51
10/1/17 1:39,51
10/1/17 1:39,51
10/1/17 1:40,51
10/1/17 1:40,51
10/1/17 1:40,51
10/1/17 1:40,50
10/1/17 1:40,50
10/1/17 1:41,50
10/1/17 1:41,51
10/1/17 1:41,52
10/1/17 1:41,51
10/1/17 1:41,50
10/1/17 1:42,50
10/1/17 1:42,50
10/1/17 1:42,50
10/1/17 1:42,50
10/1/17 1:43,50
10/1/17 1:43,50
10/1/17 1:43,49
10/1/17 1:43,49
10/1/17 1:44,49
10/1/17 1:44,50
10/1/17 1:44,50
10/1/17 1:44,51
10/1/17 1:44,50
10/1/17 1:45,50
10/1/17 1:45,50
10/1/17 1:45,50
10/1/17 1:45,49
10/1/17 1:45,49
10/1/17 1:46,49
10/1/17 1:46,49
10/1/17 1:46,52
10/1/17 1:46,54
10/1/17 1:46,53
10/1/17 1:46,52
10/1/17 1:46,50
10/1/17 1:47,54
10/1/17 1:47,53
10/1/17 1:47,53
10/1/17 1:47,52
10/1/17 1:47,51
10/1/17 1:47,50
10/1/17 1:47,49
10/1/17 1:47,48
10/1/17 1:47,47
10/1/17 1:47,46
10/1/17 1:48,46
10/1/17 1:48,45
10/1/17 1:48,46
10/1/17 1:48,47
10/1/17 1:48,49
10/1/17 1:48,48
10/1/17 1:48,47
10/1/17 1:48,47
10/1/17 1:49,47
10/1/17 1:49,48
10/1/17 1:49,47
10/1/17 1:49,46
10/1/17 1:49,47
10/1/17 1:49,47
10/1/17 1:50,53
10/1/17 1:50,51
10/1/17 1:50,50
10/1/17 1:50,50
10/1/17 1:50,49
10/1/17 1:50,49
10/1/17 1:50,48
10/1/17 1:50,47
10/1/17 1:51,47
10/1/17 1:51,48
10/1/17 1:51,48
10/1/17 1:51,49
10/1/17 1:51,48
10/1/17 1:51,47
10/1/17 1:51,48
10/1/17 1:52,47
10/1/17 1:52,46
10/1/17 1:52,47
10/1/17 1:52,48
10/1/17 1:52,47
10/1/17 1:52,47
10/1/17 1:52,48
10/1/17 1:53,48
10/1/17 1:53,49
10/1/17 1:53,50
10/1/17 1:53,51
10/1/17 1:53,53
10/1/17 1:53,52
10/1/17 1:53,51
10/1/17 1:53,52
10/1/17 1:54,51
10/1/17 1:54,50
10/1/17 1:54,51
10/1/17 1:54,54
10/1/17 1:54,55
10/1/17 1:54,54
10/1/17 1:54,55
10/1/17 1:54,54
10/1/17 1:54,53
10/1/17 1:55,53
10/1/17 1:55,54
10/1/17 1:55,56
10/1/17 1:55,55
10/1/17 1:55,54
10/1/17 1:55,53
10/1/17 1:56,52
10/1/17 1:56,51
10/1/17 1:56,51
10/1/17 1:56,50
10/1/17 1:56,52
10/1/17 1:56,51
10/1/17 1:57,52
10/1/17 1:57,52
10/1/17 1:57,53
10/1/17 1:57,56
10/1/17 1:57,55
10/1/17 1:57,58
10/1/17 1:58,61
10/1/17 1:58,59
10/1/17 1:58,58
10/1/17 1:58,57
10/1/17 1:58,58
10/1/17 1:58,57
10/1/17 1:58,55
10/1/17 1:58,56
10/1/17 1:58,57
10/1/17 1:58,59
10/1/17 1:58,58
10/1/17 1:59,58
10/1/17 1:59,56
10/1/17 1:59,55
10/1/17 1:59,54
10/1/17 1:59,52
10/1/17 1:59,51
10/1/17 1:59,51
10/1/17 2:00,50
10/1/17 2:00,51
10/1/17 2:00,54
10/1/17 2:00,53
10/1/17 2:00,52
10/1/17 2:00,52
10/1/17 2:01,51
10/1/17 2:01,52
10/1/17 2:01,53
10/1/17 2:01,53
10/1/17 2:01,54
10/1/17 2:02,55
10/1/17 2:02,56
10/1/17 2:02,56
10/1/17 2:02,55
10/1/17 2:02,53
10/1/17 2:02,52
10/1/17 2:02,50
10/1/17 2:02,49
10/1/17 2:02,48
10/1/17 2:02,47
10/1/17 2:03,48
10/1/17 2:03,48
10/1/17 2:03,50
10/1/17 2:03,52
10/1/17 2:03,53
10/1/17 2:03,52
10/1/17 2:04,51
10/1/17 2:04,50
10/1/17 2:04,49
10/1/17 2:04,49
10/1/17 2:04,48
10/1/17 2:04,49
10/1/17 2:05,50
10/1/17 2:05,52
10/1/17 2:05,54
10/1/17 2:05,56
10/1/17 2:05,57
10/1/17 2:05,58
10/1/17 2:05,57
10/1/17 2:05,55
10/1/17 2:05,54
10/1/17 2:05,52
10/1/17 2:05,51
10/1/17 2:06,50
10/1/17 2:06,50
10/1/17 2:06,50
10/1/17 2:06,49
10/1/17 2:06,49
10/1/17 2:07,48
10/1/17 2:07,49
10/1/17 2:07,48
10/1/17 2:07,48
10/1/17 2:07,48
10/1/17 2:07,47
10/1/17 2:07,48
10/1/17 2:08,49
10/1/17 2:08,50
10/1/17 2:08,49
10/1/17 2:08,49
10/1/17 2:08,49
10/1/17 2:08,49
10/1/17 2:08,49
10/1/17 2:08,48
10/1/17 2:08,48
10/1/17 2:08,49
10/1/17 2:08,49
10/1/17 2:09,50
10/1/17 2:09,49
10/1/17 2:09,64
10/1/17 2:09,63
10/1/17 2:09,60
10/1/17 2:09,58
10/1/17 2:09,56
10/1/17 2:09,53
10/1/17 2:09,52
10/1/17 2:09,51
10/1/17 2:09,50
10/1/17 2:09,50
10/1/17 2:10,49
10/1/17 2:10,48
10/1/17 2:10,47
10/1/17 2:10,48
10/1/17 2:10,49
10/1/17 2:10,48
10/1/17 2:11,49
10/1/17 2:11,48
10/1/17 2:11,47
10/1/17 2:11,48
10/1/17 2:11,48
10/1/17 2:12,47
10/1/17 2:12,48
10/1/17 2:12,47
10/1/17 2:12,46
10/1/17 2:12,47
10/1/17 2:12,48
10/1/17 2:12,49
10/1/17 2:12,50
10/1/17 2:13,49
10/1/17 2:13,50
10/1/17 2:13,50
10/1/17 2:13,51
10/1/17 2:13,55
10/1/17 2:13,54
10/1/17 2:13,52
10/1/17 2:13,51
10/1/17 2:13,50
10/1/17 2:13,49
10/1/17 2:14,49
10/1/17 2:14,50
10/1/17 2:14,49
10/1/17 2:14,50
10/1/17 2:14,51
10/1/17 2:14,51
10/1/17 2:15,51
10/1/17 2:15,50
10/1/17 2:15,49
10/1/17 2:15,50
10/1/17 2:15,49
10/1/17 2:15,49
10/1/17 2:16,50
10/1/17 2:16,50
10/1/17 2:16,49
10/1/17 2:16,48
10/1/17 2:16,47
10/1/17 2:16,47
10/1/17 2:16,47
10/1/17 2:16,46
10/1/17 2:17,46
10/1/17 2:17,47
10/1/17 2:17,48
10/1/17 2:17,48
10/1/17 2:17,48
10/1/17 2:17,50
10/1/17 2:18,49
10/1/17 2:18,49
10/1/17 2:18,49
10/1/17 2:18,49
10/1/17 2:18,49
10/1/17 2:18,48
10/1/17 2:18,48
10/1/17 2:19,49
10/1/17 2:19,48
10/1/17 2:19,47
10/1/17 2:19,48
10/1/17 2:19,48
10/1/17 2:20,49
10/1/17 2:20,48
10/1/17 2:20,47
10/1/17 2:20,48
10/1/17 2:20,47
10/1/17 2:20,48
10/1/17 2:21,48
10/1/17 2:21,49
10/1/17 2:21,48
10/1/17 2:21,49
10/1/17 2:21,49
10/1/17 2:21,48
10/1/17 2:21,48
10/1/17 2:22,48
10/1/17 2:22,49
10/1/17 2:22,48
10/1/17 2:22,49
10/1/17 2:22,49
10/1/17 2:22,48
10/1/17 2:23,48
10/1/17 2:23,49
10/1/17 2:23,49
10/1/17 2:23,48
10/1/17 2:23,47
10/1/17 2:24,48
10/1/17 2:24,47
10/1/17 2:24,47
10/1/17 2:24,48
10/1/17 2:24,48
10/1/17 2:25,48
10/1/17 2:25,48
10/1/17 2:25,47
10/1/17 2:25,47
10/1/17 2:25,46
10/1/17 2:26,47
10/1/17 2:26,48
10/1/17 2:26,48
10/1/17 2:26,48
10/1/17 2:27,48
10/1/17 2:27,48
10/1/17 2:27,48
10/1/17 2:27,48
10/1/17 2:27,47
10/1/17 2:28,47
10/1/17 2:28,48
10/1/17 2:28,47
10/1/17 2:28,48
10/1/17 2:28,47
10/1/17 2:28,48
10/1/17 2:29,48
10/1/17 2:29,48
10/1/17 2:29,47
10/1/17 2:29,47
10/1/17 2:30,47
10/1/17 2:30,47
10/1/17 2:30,47
10/1/17 2:30,47
10/1/17 2:31,47
10/1/17 2:31,47
10/1/17 2:31,47
10/1/17 2:31,47
10/1/17 2:32,47
10/1/17 2:32,47
10/1/17 2:32,47
10/1/17 2:32,47
10/1/17 2:33,48
10/1/17 2:33,48
10/1/17 2:33,48
10/1/17 2:33,48
10/1/17 2:33,48
10/1/17 2:33,47
10/1/17 2:34,47
10/1/17 2:34,47
10/1/17 2:34,47
10/1/17 2:34,47
10/1/17 2:35,47
10/1/17 2:35,47
10/1/17 2:35,47
10/1/17 2:35,46
10/1/17 2:36,46
10/1/17 2:36,47
10/1/17 2:36,47
10/1/17 2:36,47
10/1/17 2:36,47
10/1/17 2:37,46
10/1/17 2:37,47
10/1/17 2:37,47
10/1/17 2:37,47
10/1/17 2:38,47
10/1/17 2:38,47
10/1/17 2:38,47
10/1/17 2:38,48
10/1/17 2:38,48
10/1/17 2:39,48
10/1/17 2:39,48
10/1/17 2:39,48
10/1/17 2:39,47
10/1/17 2:39,47
10/1/17 2:40,46
10/1/17 2:40,47
10/1/17 2:40,48
10/1/17 2:40,48
10/1/17 2:41,47
10/1/17 2:41,47
10/1/17 2:41,46
10/1/17 2:41,46
10/1/17 2:41,47
10/1/17 2:42,48
10/1/17 2:42,47
10/1/17 2:42,48
10/1/17 2:42,47
10/1/17 2:42,47
10/1/17 2:43,48
10/1/17 2:43,48
10/1/17 2:43,48
10/1/17 2:43,48
10/1/17 2:44,48
10/1/17 2:44,47
10/1/17 2:44,48
10/1/17 2:44,48
10/1/17 2:45,47
10/1/17 2:45,47
10/1/17 2:45,48
10/1/17 2:45,48
10/1/17 2:45,47
10/1/17 2:46,47
10/1/17 2:46,48
10/1/17 2:46,47
10/1/17 2:46,47
10/1/17 2:46,48
10/1/17 2:47,48
10/1/17 2:47,48
10/1/17 2:47,49
10/1/17 2:47,50
10/1/17 2:47,49
10/1/17 2:47,47
10/1/17 2:47,46
10/1/17 2:47,46
10/1/17 2:47,47
10/1/17 2:48,46
10/1/17 2:48,45
10/1/17 2:48,46
10/1/17 2:48,46
10/1/17 2:48,47
10/1/17 2:48,47
10/1/17 2:49,47
10/1/17 2:49,47
10/1/17 2:49,47
10/1/17 2:49,47
10/1/17 2:49,47
10/1/17 2:49,48
10/1/17 2:50,47
10/1/17 2:50,46
10/1/17 2:50,47
10/1/17 2:50,47
10/1/17 2:50,48
10/1/17 2:50,47
10/1/17 2:50,48
10/1/17 2:50,47
10/1/17 2:50,46
10/1/17 2:50,45
10/1/17 2:50,46
10/1/17 2:51,45
10/1/17 2:51,45
